0.99        -1.47
0.88        -1.31
0.76        -1.14
0.33        -0.49
0.65        -0.97
0.6         -0.9
0.5         -0.74
0.77        -1.14
0.54        -0.8
0.34        -0.49
0.22        -0.32
0.11        -0.15
-0.56       0.82

